,Asset 1,Asset 2,Asset 3,Asset 4,Asset 5
2001/1/31,0.02661800432554150000 ,0.06678473675736600000 ,0.01677623724662180000 ,-0.00587947432251290000 ,-0.00495220545894270000 
2001/2/28,-0.02199223336694180000 ,0.00322979866582140000 ,0.00300528196899674000 ,-0.10520320563125700000 ,-0.01813657407407420000 
2001/3/31,-0.01864891282297180000 ,-0.02268624383198950000 ,0.00773992532650758000 ,-0.07552535273778740000 ,-0.03770938196220810000 
2001/4/30,0.01248407308153430000 ,-0.01052890831845330000 ,-0.00371658058234836000 ,0.09323191118087240000 ,0.01936693044564760000 
2001/5/31,0.01183084892930260000 ,0.01941505911636600000 ,0.00985302525077070000 ,-0.06159607030535070000 ,0.01068317010154420000 
2001/6/30,0.00319370431177601000 ,-0.01407032108411680000 ,0.00471388907699599000 ,-0.03719385753516790000 ,0.00707457433653569000 
2001/7/31,-0.01274329098369650000 ,-0.01572609355168240000 ,0.00949475655153043000 ,-0.00545713312785412000 ,-0.01523040413700270000 
2001/8/31,-0.00224112671256338000 ,0.02635634533731720000 ,0.01225773628140380000 ,-0.04504963243901290000 ,0.01885887614046440000 
2001/9/30,-0.02875271256383460000 ,-0.05797812030766390000 ,0.00372664990004012000 ,-0.12134482314797200000 ,0.07820479630980670000 
2001/10/31,0.01138935184477300000 ,0.01262158029992520000 ,0.00739342746575189000 ,0.04508564074483570000 ,-0.05767887545291830000 
2001/11/30,0.01608376939605070000 ,0.02171608467988050000 ,-0.00569599114942643000 ,0.04686832550192220000 ,-0.02075443290133540000 
2001/12/31,0.01629413887122030000 ,-0.00147775506995762000 ,-0.00322316955721946000 ,0.02563979954860170000 ,0.03972750174450910000 
2002/1/31,0.00178610970300430000 ,0.00828137792052397000 ,0.01514187195554980000 ,-0.06059645360312060000 ,-0.01258104879990900000 
2002/2/28,-0.00700017354292437000 ,0.00227975391149560000 ,0.00934730923663540000 ,-0.00361634335740912000 ,0.05573475876687710000 
2002/3/31,0.01574368587685780000 ,0.01819654764130350000 ,-0.01876301559751950000 ,0.04875708128283280000 ,0.02314440976844680000 
2002/4/30,0.00453145120539866000 ,0.01542322051533150000 ,0.01938168706499720000 ,-0.02049210173859890000 ,0.00832951164105245000 
2002/5/31,-0.00041107523217653900 ,-0.00385751310951710000 ,0.00642313716499610000 ,-0.00135118972578618000 ,0.07050685395159920000 
2002/6/30,-0.02341026126637990000 ,-0.06610395111030440000 ,0.00978697473495460000 ,-0.02493372478062010000 ,-0.04006521094753480000 
2002/7/31,-0.02514978686308270000 ,-0.04904596844730960000 ,0.00939449221275157000 ,-0.15258468443346800000 ,-0.03790849673202620000 
2002/8/31,0.00237581443638812000 ,0.04326349855220580000 ,0.00837052942612626000 ,0.01430239117490360000 ,0.01336229031153740000 
2002/9/30,-0.01596944089000950000 ,-0.02109387755102030000 ,0.01098300741078280000 ,-0.18245965016626600000 ,0.03289661215569930000 
2002/10/31,0.00073757644672545200 ,0.01901330931652150000 ,-0.00804629181578587000 ,0.14772297808012100000 ,-0.01671146907611640000 
2002/11/30,0.01403049473328630000 ,0.05643392582408600000 ,-0.00040734231426142700 ,0.05978184811689640000 ,-0.00742188312093306000 
2002/12/31,-0.00752009206576354000 ,0.02472655160660600000 ,0.01734821089607850000 ,-0.05284805456084870000 ,0.09425268096514740000 
2003/1/31,0.00127015609951453000 ,0.03495509661032310000 ,0.00215072353310375000 ,-0.03258743495429890000 ,0.04553632953066370000 
2003/2/28,-0.00151044454306659000 ,0.01837730446723350000 ,0.00901268104937558000 ,-0.04344693116310620000 ,-0.05142522380682120000 
2003/3/31,-0.00123040414484066000 ,0.02441473490934130000 ,-0.00119741877689905000 ,-0.03780298666193990000 ,-0.03656347705253400000 
2003/4/30,0.01765942858015990000 ,0.06399305458313510000 ,0.00368034409348783000 ,0.17537614154988300000 ,0.01685713999539270000 
2003/5/31,0.02805080149168850000 ,0.02942724784165080000 ,0.01214816327265940000 ,0.06417992320351070000 ,0.04775319635152960000 
2003/6/30,0.01220048743530520000 ,0.01991817949373550000 ,-0.00209740129902414000 ,0.01649852724594990000 ,-0.03707812353107080000 
2003/7/31,0.01234020142556200000 ,-0.01611973225701320000 ,-0.01572641157178500000 ,0.02092501838228640000 ,0.05024114970808190000 
2003/8/31,0.01629995189652410000 ,0.01212862457320510000 ,0.00576102701768844000 ,-0.00732993209346544000 ,0.04254824675566130000 
2003/9/30,0.01090914190649640000 ,0.03365892956044500000 ,0.01992407074958070000 ,-0.00557199634013839000 ,0.01924225806739250000 
2003/10/31,0.02316955166111170000 ,0.01634233663752170000 ,-0.00555959918593485000 ,0.06926568739150300000 ,-0.00611511106056495000 
2003/11/30,0.00787087960977795000 ,0.01778097292115980000 ,0.00257712575864444000 ,0.05796541234601090000 ,0.04001478769100750000 
2003/12/31,0.02145066062182700000 ,0.03110284422678470000 ,0.00296032910921395000 ,0.10439078633836400000 ,0.06373038576772690000 
2004/1/31,0.01918926349512630000 ,0.01271892768250640000 ,0.00408111105156617000 ,0.01399569053557600000 ,-0.01018427166544670000 
2004/2/29,0.01236998832136130000 ,0.00009019165727175430 ,0.01029737882236750000 ,0.01942565650604890000 ,0.00963795376354448000 
2004/3/31,0.00755021643847420000 ,0.01109257338684210000 ,-0.00346230074644982000 ,-0.04612336113592650000 ,0.10895440395532000000 
2004/4/30,-0.01315028924618620000 ,-0.02064844133256030000 ,-0.01531641218928230000 ,-0.02021613673099030000 ,-0.13854746999023600000 
2004/5/31,-0.01005030770341710000 ,-0.01300091074681230000 ,-0.00449979826042501000 ,0.00857609948275395000 ,0.01352612717726490000 
2004/6/30,0.00538010899624242000 ,0.01557129345544310000 ,0.00283117766055807000 ,0.02676138259270090000 ,-0.01744879248106700000 
2004/7/31,-0.01152976116577810000 ,0.01644557514083230000 ,0.00819991750896021000 ,-0.04091028033620790000 ,0.03257149073988840000 
2004/8/31,-0.00005056518831447750 ,0.02603468311432900000 ,0.01417862766730950000 ,-0.00746550576552918000 ,0.04464958705818470000 
2004/9/30,0.01552103536642860000 ,0.01792520636856660000 ,0.00080212586537142800 ,0.04324198595957030000 ,0.02054433168854540000 
2004/10/31,0.00849886114296905000 ,0.02021995891817860000 ,0.00411512862817265000 ,0.05669173237124260000 ,0.03195225786832910000 
2004/11/30,0.02991024854860670000 ,0.01914808833707340000 ,-0.00577194252280255000 ,0.06988584362275230000 ,0.05470632003123570000 
2004/12/31,0.01779086455188810000 ,0.01992015475161550000 ,0.00681943294756016000 ,0.05237141496048060000 ,-0.05713527369751840000 
2005/1/31,0.00104994773053257000 ,-0.00367216819337390000 ,-0.00034914813041542200 ,-0.03170921657864620000 ,-0.02940239575076490000 
2005/2/28,0.01838896570985370000 ,0.01646415552855410000 ,-0.00416415232555678000 ,0.04479453879621280000 ,0.04888566631048690000 
2005/3/31,-0.00964923524519545000 ,-0.02884864423325960000 ,-0.00473833531463297000 ,-0.02170163321569560000 ,-0.02055666727305820000 
2005/4/30,-0.01614995635553680000 ,-0.00457482818750632000 ,0.00859368412482886000 ,-0.04082014055899000000 ,0.00012630014858827600 
2005/5/31,0.00532942549588600000 ,0.01286014591319380000 ,0.00242099200132828000 ,0.01225958950115640000 ,-0.01219013943261250000 
2005/6/30,0.01812045714250930000 ,0.01713262523908350000 ,0.00464968607141802000 ,0.01679903962071090000 ,0.01798820839850790000 
2005/7/31,0.02274921464247170000 ,0.01340321677202530000 ,-0.00370585379482180000 ,0.04976872896828470000 ,-0.00291058448082271000 
2005/8/31,0.01154097939048220000 ,0.00779738639504113000 ,0.00477352615153359000 ,-0.00483322181569690000 ,-0.01063167721190750000 
2005/9/30,0.02076008101213160000 ,-0.00193916126378457000 ,-0.00082869610472802200 ,0.02980060607361090000 ,0.08572776492260690000 
2005/10/31,-0.02185071602135840000 ,-0.00881186952937951000 ,-0.00297181412882408000 ,-0.03727079088720120000 ,-0.00298647464945123000 
2005/11/30,0.02240972954672720000 ,0.00461340461340454000 ,0.00167174831461714000 ,0.02317818682032220000 ,0.07198002130691640000 
2005/12/31,0.02694074394830910000 ,0.01186487445307270000 ,0.00420850286078478000 ,0.03880740845202820000 ,0.04920011099710250000 
2006/1/31,0.03617059390932890000 ,0.02119205298013240000 ,0.00234056104977665000 ,0.06294304377436520000 ,0.10553993960008100000 
2006/2/28,0.00321963324640362000 ,0.00915541313801804000 ,0.00149124979715243000 ,0.00420826326656609000 ,-0.01588387800291520000 
2006/3/31,0.02170022667921570000 ,0.00249489680199577000 ,-0.00284842944082087000 ,0.03726627763281430000 ,0.07042914402980440000 
2006/4/30,0.02021952928354560000 ,0.01119909502262460000 ,0.00173674661630896000 ,0.03975698276073470000 ,0.13500224457999900000 
2006/5/31,-0.02934032281858370000 ,-0.00274079874706346000 ,0.00360805965052080000 ,-0.02367124407678410000 ,-0.03302824012247160000 
2006/6/30,-0.01081947925524040000 ,-0.00411314898947412000 ,-0.00308693262796489000 ,0.00279411143029118000 ,-0.06858701981146140000 
2006/7/31,-0.00414969635560503000 ,0.01672705427375320000 ,0.00801856415647784000 ,0.01066954132013230000 ,0.03616524416706280000 
2006/8/31,0.01032902314520490000 ,0.01863067321540670000 ,0.00954065458879816000 ,0.03657475638677800000 ,0.02270188874927690000 
2006/9/30,-0.00016981996450893300 ,0.00944405169757290000 ,0.00522250720596418000 ,0.01326943565138070000 ,-0.06242534457288560000 
2006/10/31,0.02159054850631810000 ,0.01702341617583690000 ,0.00356479869731929000 ,0.03555023534373050000 ,0.02443514209198930000 
2006/11/30,0.02371964320006390000 ,0.02004025708030220000 ,0.00389737485508834000 ,0.03616325785244690000 ,0.08903372520354940000 
2006/12/31,0.02119977187489370000 ,0.01038583372280200000 ,-0.00126850524486610000 ,0.02793429009011230000 ,-0.03671974047281680000 
2007/1/31,0.01342431639421070000 ,0.00611605077863997000 ,-0.00119550120130474000 ,0.00044234663173603500 ,0.03298075155081140000 
2007/2/28,0.00806054287622437000 ,0.01525677700585760000 ,0.00806919297002961000 ,-0.00544462743632934000 ,0.03054590082536230000 
2007/3/31,0.01074391634636850000 ,0.00392459412317203000 ,0.00256847717134856000 ,0.03131817194925680000 ,-0.02117698395021880000 
2007/4/30,0.01975504979953650000 ,0.01483510975976480000 ,0.00161521610222604000 ,0.08202550003425180000 ,0.02039527453748420000 
2007/5/31,0.02516438279179090000 ,0.00268330425048569000 ,-0.00165907646019214000 ,0.02520992832017190000 ,-0.02335985000182030000 
2007/6/30,0.00993836205468956000 ,-0.01684480126089740000 ,-0.00070415748597163500 ,0.00099709607065823200 ,-0.03504610839550250000 
2007/7/31,0.00713333386105819000 ,-0.02989162199622610000 ,0.00754078059846242000 ,-0.02473856061631980000 ,0.03332979206304750000 
2007/8/31,-0.02366363614927790000 ,0.00857246139810308000 ,0.00669142231880837000 ,-0.00758159003562442000 ,-0.01132327650665470000 
2007/9/30,0.03037151019168930000 ,0.03164308511546170000 ,0.00857069077660788000 ,0.06437616112307310000 ,0.11216623101611400000 
2007/10/31,0.03744666222440980000 ,0.01265613367524200000 ,0.00401726674811909000 ,0.04307348052418480000 ,0.05879102898113400000 
2007/11/30,-0.02190661340454070000 ,-0.01896748897239020000 ,0.00923475318775036000 ,-0.00480582075632863000 ,-0.01686308826126750000 
2007/12/31,0.00649522784995304000 ,0.00281436826591608000 ,0.00473212383659383000 ,-0.00279864134334784000 ,0.06280749460034360000 
2008/1/31,-0.04280168824327830000 ,-0.01076090205586360000 ,0.02328349037172030000 ,-0.12608206707087400000 ,0.11181455671402100000 
2008/2/29,0.01594416516625200000 ,-0.00940070505287904000 ,-0.01985235670898800000 ,0.00718164160572998000 ,0.08419830552983300000 
2008/3/31,-0.03406478062200380000 ,-0.00120318590069490000 ,0.01677135210502170000 ,0.01717203292695620000 ,-0.07951749633501170000 
2008/4/30,0.01437659536346960000 ,0.03517195744753040000 ,-0.00038177430122399200 ,0.04228097907542260000 ,-0.05616818255784570000 
2008/5/31,0.01852091861370670000 ,0.00576935684783320000 ,0.00349147234330704000 ,0.00252666913638122000 ,0.02446754656904120000 
2008/6/30,-0.01559074217338000000 ,-0.02767094713512810000 ,-0.00786846765205518000 ,-0.09912581295172360000 ,0.04032211862100570000 
2008/7/31,-0.03204023876034970000 ,-0.01143029531056210000 ,0.01205363900460530000 ,-0.00452540959728376000 ,-0.00588909502059964000 
2008/8/31,-0.02149324074391390000 ,-0.00413671504136726000 ,0.01141732606121200000 ,-0.05577279171733170000 ,-0.13412919889483600000 
2008/9/30,-0.07459667192440460000 ,-0.08256724548859380000 ,-0.01708864541731770000 ,-0.13761490767309800000 ,0.01553465607830900000 
2008/10/31,-0.07660192033368960000 ,-0.18643533123028400000 ,-0.00055903542945012800 ,-0.22962690636308100000 ,-0.18912395509723600000 
2008/11/30,-0.02717210791955640000 ,-0.06737677622425480000 ,0.01660258650821400000 ,-0.05712485589426000000 ,0.11793783596113400000 
2008/12/31,-0.00512565705170120000 ,0.07691555185991340000 ,0.01217771327352480000 ,0.10362172752166000000 ,0.08479457231341250000 
2009/1/31,0.00039721134272041600 ,0.04839442249171100000 ,0.02551031399660420000 ,-0.15587504025764900000 ,0.06382407937569320000 
2009/2/28,-0.00683457753201966000 ,-0.02783493988952670000 ,-0.00742050764694824000 ,-0.12377222808934600000 ,0.02244353360507940000 
2009/3/31,0.00309540187311486000 ,0.03712121212121210000 ,0.00436332815870011000 ,0.09617695724113910000 ,-0.01750033130622990000 
2009/4/30,0.01632452708543950000 ,0.10888153654449400000 ,0.00852996538713913000 ,0.15261293039070800000 ,-0.04102316240661230000 
2009/5/31,0.04247337484555480000 ,0.08396946564885500000 ,0.00099126472258936900 ,0.12068319042761400000 ,0.14480228483018100000 
2009/6/30,0.00267608575091516000 ,0.03110030742832630000 ,-0.00093834177096596700 ,-0.02685721174071240000 ,-0.07746466856193120000 
2009/7/31,0.01900398065671170000 ,0.06044584662321450000 ,0.01547264348782650000 ,0.11129116253672000000 ,0.02686885203449350000 
2009/8/31,0.01089086932039680000 ,0.02764201062525530000 ,0.00237185204466384000 ,0.06617999995450300000 ,0.01799507162002480000 
2009/9/30,0.02069815085092990000 ,0.06203671300862150000 ,0.01342030708129570000 ,0.05494355435786800000 ,0.07617554526119100000 
2009/10/31,-0.00268664861574630000 ,0.01921636761225790000 ,-0.00795478471727973000 ,-0.03531324833344110000 ,0.01355295696095960000 
2009/11/30,0.00947200883931387000 ,0.01113903216799670000 ,0.01350023811660450000 ,0.04053697072364830000 ,0.13574801422632200000 
2009/12/31,0.01048679963671480000 ,0.02007063234845270000 ,0.00104097174853268000 ,0.01421297704848000000 ,-0.07820605369463800000 
2010/1/31,-0.00894274451346189000 ,0.01095628882430040000 ,0.00520319024170157000 ,-0.09212871080596230000 ,-0.01668243560894720000 
2010/2/28,0.00103571121873025000 ,-0.00070465211325165800 ,0.00721919805725069000 ,-0.03451301678165910000 ,0.02908846458340710000 
2010/3/31,0.02077597972314280000 ,0.03431255024186600000 ,-0.00552281373215180000 ,0.06570266196752160000 ,0.01135923397522950000 
2010/4/30,0.00915661361917341000 ,0.02031633487864730000 ,0.00545448122700964000 ,-0.05329601619722510000 ,0.06016084235414400000 
2010/5/31,-0.03353458881423300000 ,-0.04754777495656810000 ,0.00525662023958273000 ,-0.12989055227072600000 ,0.01748767579434320000 
2010/6/30,-0.00885699812519902000 ,0.01436749354585240000 ,0.00225702076937373000 ,-0.01356745257200690000 ,0.02245258770971930000 
2010/7/31,0.01128609891933750000 ,0.04823226734535790000 ,0.01146662286368700000 ,0.13379520453111900000 ,-0.04892917662847410000 
2010/8/31,-0.00094824756555667000 ,0.00259952759853777000 ,0.01056319339952380000 ,-0.06551197170743420000 ,0.06130110807290470000 
2010/9/30,0.03153699328817060000 ,0.04019478810213230000 ,-0.00288095566210145000 ,0.12605945025925800000 ,0.06698190421504190000 
2010/10/31,0.01763033798327340000 ,0.02853202419211990000 ,0.00045333507404410300 ,0.05476933741957120000 ,0.06087672766652610000 
2010/11/30,-0.00101472783682877000 ,-0.02788815214850720000 ,-0.00566569561026720000 ,-0.12412516508771800000 ,0.05570322117714840000 
2010/12/31,0.02470891741522400000 ,0.01986788489281470000 ,-0.00673792420887431000 ,0.08617631344612640000 ,0.04779372098094470000 
